objID,ra,dec,z,r,expRad_r,expAB_r,deVRad_r,deVAB_r
587727178998481099,28.21405601,-9.54003336,0.448414,18.867537,1.202274,0.639865,1.796223,0.621668
587727179001036917,34.04997498,-9.01122427,0.110786,16.528913,4.84554,0.534216,12.320756,0.527221
587727179001692235,35.5355628,-9.03997993,0.166431,17.541153,2.371339,0.67272,4.52938,0.692308
587727179004248290,41.41238854,-8.29730709,0.201639,17.503984,1.555012,0.917188,3.790641,0.892832
587727179004313764,41.51863116,-8.29252183,0.372548,18.95149,1.190161,0.636222,1.837277,0.603144
587727179270193337,35.68524046,-8.87281009,0.263525,17.749596,1.532394,0.88765,3.417662,0.881769
587727179530829933,17.7078218,-9.65374786,0.295373,18.149508,1.016062,0.912322,1.689038,0.874945
587727179531157849,18.44404807,-9.60449369,0.447698,19.515368,1.250555,0.887818,2.258379,0.811372
587727179531747497,19.79456019,-9.57831853,0.387818,17.730297,2.127689,0.929128,5.155977,0.866601
587727179532009587,20.41305933,-9.63760946,-7.32936E-5,15.892775,36.319721,0.518523,4.069473,0.99969
587727179532337261,21.15107379,-9.46384504,0.208344,17.461164,1.399224,0.787199,2.504889,0.763576
587727179532402868,21.27090757,-9.41374496,0.387538,18.282509,1.822053,0.886146,3.47436,0.999755
587727179533123703,23.05434115,-9.46320073,0.274343,17.465664,1.933829,0.664035,3.833121,0.647192
587727179533844647,24.59585568,-9.3207841,0.490632,18.720636,1.540395,0.631339,2.894156,0.686842
587727179536466034,30.75868254,-9.0102072,0.121028,16.999758,3.978926,0.511998,8.416308,0.519436
587727179538366581,35.05175938,-8.53972309,0.110192,16.40317,5.192704,0.265464,12.692481,0.219478
587727179539612067,37.91144751,-8.27801707,0.416781,20.320484,0.828152,0.633347,1.116107,0.685325
587727179540398356,39.70209499,-8.04936922,5.89792E-3,17.107101,7.818946,0.856809,29.668571,0.904367
587727180067504652,17.26805161,-9.17606402,0.390995,19.011019,1.187573,0.744329,1.944144,0.672809
587727180069404773,21.5410522,-9.12972515,0.262686,17.299374,3.107266,0.526923,6.498847,0.521032
587727180072091811,27.79493653,-8.77407224,0.244061,17.747169,3.595111,0.860075,8.281777,0.826709
587727180073009271,29.87335121,-8.5467452,0.13649,16.519224,3.498183,0.520011,6.316269,0.564398
587727180074516583,33.37057794,-8.2205939,0.23606,17.260906,2.338679,0.577272,4.993328,0.540859
587727180077138060,39.34227265,-7.8482859,0.257779,17.779743,1.528061,0.734829,2.952473,0.709859
587727180604571757,17.61116457,-8.75012218,0.053343,16.054749,7.751848,0.215793,19.119707,0.202637
587727180605227105,19.12901817,-8.79638132,0.198225,17.485899,3.027808,0.31806,5.336456,0.278435
587727180606079012,21.1780432,-8.69042551,0.062749,17.384207,1.990508,0.772727,4.072492,0.713524
587727180606079047,21.12570645,-8.66366221,0.156383,17.851646,2.068177,0.732411,3.840048,0.674694
587727180607520951,24.46758221,-8.56847225,0.214543,16.860718,2.353005,0.672242,4.868601,0.658421
587727180607717458,24.84222553,-8.5384158,0.189412,17.872589,2.563381,0.399848,4.225015,0.355361
587727180608503906,26.65653164,-8.43100431,0.120008,17.811687,2.65921,0.770923,6.372447,0.746354
587727180609159301,28.20410734,-8.2630646,0.136175,17.955526,1.87575,0.62962,3.73922,0.599593
587727180609290363,28.49005441,-8.16654051,0.331206,18.960413,1.000517,0.680106,1.867656,0.618329
587727180610797768,32.01317616,-8.05157547,0.43417,18.84767,0.808516,0.908013,1.18128,0.850002
587727180613419192,37.93487931,-7.47625983,0.179902,17.472921,2.355815,0.947826,3.893372,0.999899
587727225160400981,16.61524658,-10.64040618,0.127338,15.825318,5.708739,0.527887,11.838076,0.550732
587727225160401047,16.60126069,-10.65020311,0.127022,17.38385,4.034706,0.362644,9.890919,0.349153
587727225161187485,18.43364444,-10.69357817,0.322345,17.347189,2.426162,0.641342,5.777595,0.602934
587727225161908573,20.11832645,-10.57316789,0.470861,19.254454,1.007927,0.811378,1.895766,0.744282
587727225699500183,21.74214714,-10.1779615,0.360979,18.43507,1.188368,0.723987,2.071879,0.711826
587727226234798238,18.05248757,-9.85393077,0.362879,19.042576,0.987404,0.826916,1.750069,0.80585
587727226235126002,18.8085151,-9.83919717,0.109969,17.572935,3.810824,0.712411,11.546427,0.666158
587727226772717791,20.41983848,-9.340224,-1.12011E-4,20.892076,1.544653,0.05,2.025964,0.05
587727226772914345,20.94305928,-9.36021051,0.348638,19.030455,0.92795,0.770141,1.395622,0.787153
587727226773242246,21.65410355,-9.30775032,0.035933,17.398722,5.566221,0.778705,17.18882,0.76714
587727227309195445,19.49383818,-8.97791582,0.338021,17.735413,3.101594,0.902737,8.241504,0.885597
587727227845345407,17.85806625,-8.64466114,0.139686,17.852242,3.173097,0.380509,6.853214,0.340235
587727227846263175,19.99427608,-8.51816414,0.340962,19.482399,1.907378,0.515684,4.023016,0.415366
587727227846852753,21.43226628,-8.44649563,0.155527,17.65996,2.469907,0.752253,4.341249,0.740301
587727227846852757,21.32449516,-8.46198435,0.287796,17.644758,1.99438,0.654856,3.442822,0.613043
587727229448421602,24.75810637,-10.29484123,0.349726,18.628513,1.012719,0.720194,1.765605,0.692825
587727229449338983,26.80147208,-10.21151797,0.197628,17.400715,4.543645,0.609344,12.498916,0.596726
587727229985292481,24.74618788,-9.93703729,0.498552,19.445068,0.855842,0.999687,1.548839,0.984342
587727229986406533,27.23053442,-9.81024294,0.216593,17.700169,3.619362,0.477859,8.02935,0.478983
587727230521377206,22.83486895,-9.70260565,0.34981,18.708464,1.885376,0.819434,4.954835,0.824042
587727230522687525,25.88144663,-9.49084174,0.190226,17.340918,2.059648,0.874163,4.618207,0.84136
587727231058903194,24.33995706,-9.15026372,0.109882,17.088484,3.247801,0.610167,6.750089,0.580906
587727231059427460,25.55338621,-8.9700298,0.11394,17.711098,2.575697,0.644802,6.288119,0.599461
587727231059492983,25.68930448,-9.01096559,0.135929,16.826784,2.937515,0.838381,7.160346,0.83137
587727231059820685,26.43388313,-9.04790599,0.395239,18.968304,1.526053,0.384252,2.631935,0.328396
587727231060279505,27.53873216,-8.89077029,0.336206,18.531408,1.897998,0.567864,3.385216,0.541807
587727231596626082,26.33752605,-8.64288167,0.113957,16.362207,2.834793,0.871777,6.175317,0.910126
587727231596626384,26.28214656,-8.60188512,0.189187,20.250872,1.430925,0.358272,2.315892,0.302634
587727231596691571,26.37632401,-8.6457722,0.122343,17.455421,5.039254,0.201078,12.322315,0.164108
587727232132841620,24.76191077,-8.28546766,0.116732,17.288332,4.805395,0.221914,10.711739,0.189879
587727232133824670,26.95802004,-8.10584573,0.12968,17.429756,3.850431,0.44475,9.37955,0.41347
587727232134217778,27.9052552,-8.01135426,0.161167,17.214483,2.46899,0.526506,5.115499,0.492497
587727232134348945,28.23163938,-8.11802063,0.166255,17.676472,2.532616,0.805852,5.878001,0.803217
587727232134414646,28.34800283,-8.01765507,0.120025,17.612616,4.263138,0.837412,12.327682,0.786358
587727232134479987,28.52659554,-8.03234489,0.189592,17.571424,2.594958,0.458893,5.171831,0.402958
587727232134545562,28.61844015,-8.01383448,0.372855,18.08802,1.594197,0.974952,3.149074,0.988525
587727232400294012,22.52267415,-8.3672058,0.237993,16.882534,2.952047,0.54215,6.134331,0.551074
587727779206332620,33.84788221,-9.62451039,0.216365,16.780939,4.193199,0.357961,8.660152,0.311296
587727780816486569,32.67923474,-8.51043128,0.222136,17.523882,3.228505,0.363739,6.125926,0.317625
587727780817142052,34.13343876,-8.49048337,0.515154,19.282461,1.846352,0.682025,4.34176,0.656655
587727780817272940,34.43697394,-8.33204479,0.162742,17.440825,2.971714,0.577093,6.37381,0.54994
587727882819469608,30.07638067,-9.54568758,0.285676,17.815277,2.896863,0.737764,6.443866,0.766052
587727884967215218,30.66924886,-7.86635561,0.325591,18.389605,1.766125,0.723316,2.867073,0.749879
587727884967281048,30.77613693,-7.91403698,0.413313,19.364122,1.263355,0.586834,1.778239,0.594318
587731511536975882,30.02209206,-0.8868292,0.213168,18.489836,1.903129,0.567187,3.931319,0.59454
587731511536976136,30.03770045,-0.88410706,0.208984,17.430387,3.434815,0.708232,8.924614,0.742217
587731511537172668,30.56862314,-0.89803026,0.162863,16.561537,4.222757,0.315851,9.56198,0.285902
587731511538155821,32.8251465,-0.96464444,0.192032,17.179951,3.146552,0.425115,7.28264,0.38526
587731511539466462,35.77739663,-0.9073578,0.317984,19.344343,1.148293,0.708257,1.948169,0.713828
587731511541170349,39.64202648,-0.95563593,0.373865,18.77701,1.224636,0.733951,2.25889,0.727908
587731511540056266,37.05340248,-0.92918702,0.405168,18.882748,1.187473,0.773759,2.001611,0.773495
587731511540056259,37.0408109,-0.91800739,0.363091,18.764097,1.281314,0.611244,2.326976,0.580416
587731512070439110,22.34901357,-0.55715104,0.1351,17.614895,2.68467,0.777296,6.551838,0.714133
587731512074043655,30.5832188,-0.48572604,0.369602,17.991133,1.889598,0.790294,4.454312,0.775993
587731512075813118,34.62747696,-0.42964856,0.290875,17.776787,1.550161,0.721089,3.35001,0.666007
587731512606195926,19.74017703,-0.19058861,0.341312,18.292046,1.278898,0.666198,2.698518,0.591902
587731512606261398,19.86058667,-0.10398615,0.351451,18.415094,1.267341,0.914601,2.778896,0.901356
587731512077058240,37.39034757,-0.54384148,0.362498,19.022528,0.807016,0.820658,1.329725,0.787078
587731512606523597,20.53469849,-0.17178625,0.371868,18.734663,1.63544,0.469942,2.673096,0.443458
587731512608227528,24.330569,-0.11822884,0.346895,18.289938,1.292134,0.743636,2.729002,0.688618
587731512609472769,27.2117487,-0.11219151,0.393616,17.597473,1.905277,0.641991,4.040981,0.625888
587731512612487336,34.05988791,-0.04748068,0.201491,17.118822,2.52073,0.960294,5.29105,0.93871
587731512610324697,29.22072015,-0.08504229,0.045324,17.583525,3.729798,0.2291,8.05308,0.206603
587731512614912125,39.60549445,-0.18842627,0.026663,15.124062,6.160882,0.38843,12.543094,0.432561
587731512615895219,41.89072925,-0.17302882,0.204156,17.022566,2.984375,0.860044,7.002201,0.86883
587731513141624968,16.49041133,0.36211499,0.249621,17.265039,3.580494,0.727902,7.835126,0.751978
587731513142345930,18.0350605,0.36978832,0.416507,18.837078,0.947216,0.920222,1.514606,0.943532
587731513143394567,20.50870043,0.34051768,0.169934,19.487917,1.155578,0.517664,1.301581,0.590183
587731513147654260,30.29192578,0.41856478,0.174256,17.032049,3.114121,0.626807,6.953602,0.62367
587731513148637331,32.4219626,0.2662507,0.202025,17.22518,1.573382,0.955214,3.227536,0.90673
587731513149358169,34.14416436,0.39305526,0.12299,16.897873,3.023687,0.559953,6.451037,0.537539
587731513151193279,38.32246624,0.40973484,0.208194,17.121778,2.396998,0.682317,5.147904,0.678111
587731513151324326,38.60242993,0.31238132,0.41149,18.729055,1.235229,0.88042,2.505995,0.860725
587731513679478976,18.64224939,0.69352383,0.354743,17.85428,2.606907,0.518111,6.366571,0.465048
587731513679806592,19.37931208,0.78080501,0.072401,16.141273,3.229078,0.707623,6.374486,0.705669
587731513680068795,20.07930466,0.75817454,0.356068,18.373331,1.174687,0.730792,1.852065,0.742071
587731513682886716,26.43397597,0.77703327,0.193046,17.148954,2.826785,0.74665,5.908684,0.754529
587731513681379488,23.0853416,0.7028834,0.294462,18.582811,1.483065,0.462224,2.509822,0.444658
587731513684787314,30.76997382,0.69630897,0.075665,16.137573,5.128606,0.772569,12.853378,0.749898
587731513686753483,35.31615513,0.69125958,0.163225,17.690062,1.879892,0.58469,3.601754,0.545733
587731513687212409,36.39003509,0.7032745,0.398465,18.907875,1.771372,0.571196,3.348652,0.569836
587731513687539846,37.08691456,0.68724653,0.041115,14.853503,7.24724,0.632301,14.648065,0.674029
587731514215628910,17.0234879,1.2027829,0.202769,17.186598,2.326465,0.682939,4.55093,0.649891
587731514215628980,17.01473581,1.08359465,0.043215,17.066509,5.874032,0.770076,22.418755,0.70944
587731514220216543,27.49896388,1.19211755,0.14209,17.615524,5.293122,0.200155,12.951577,0.187654
587731514220871809,29.05188795,1.05225841,0.0873,17.329981,3.410618,0.596854,9.283654,0.547922
587731514222510237,32.81051778,1.08762089,0.04044,15.230083,4.611963,0.93781,10.109253,0.950613
587731514224672963,37.75888648,1.1796232,0.126837,16.71479,3.583831,0.594441,8.051808,0.578076
587731514225524896,39.67080307,1.08228934,0.381787,19.130613,1.059379,0.715883,1.710697,0.647294
587731514226704548,42.31956626,1.17163633,0.358614,18.70351,1.016092,0.920134,1.484906,0.931557
588015507671351470,28.82760663,-1.10839891,0.236703,17.565805,2.012093,0.518897,4.513844,0.466529
588015508203372729,17.74591236,-0.65717717,0.363338,18.534109,1.216305,0.874307,2.197563,0.882629
588015508203569274,18.12240266,-0.83274999,0.207807,17.548691,2.229422,0.570429,3.759718,0.610974
588015508209074457,30.71705438,-0.81460327,0.254392,17.664639,2.496891,0.62172,5.656839,0.583881
588015508209402137,31.54072165,-0.81264339,0.374503,18.698067,1.823742,0.468951,3.678553,0.45
588015508209533036,31.81639918,-0.79733843,0.292636,18.148432,1.204694,0.66933,2.083108,0.645002
588015508211892468,37.17210341,-0.71433311,0.414194,18.359316,1.630831,0.816243,3.479299,0.744774
588015508213530774,40.84152887,-0.76333457,0.177534,17.349169,2.394048,0.380049,4.315774,0.327354
588015508214120746,42.29968355,-0.81366356,0.272016,17.606787,2.461845,0.754293,5.472082,0.756834
588015508739719371,16.44614351,-0.33816994,0.317973,18.499245,1.218174,0.775654,2.131361,0.773192
588015508740112541,17.43491175,-0.33276004,0.296497,17.937025,1.219314,0.912917,2.221752,0.930021
588015508741292263,20.12839312,-0.33071655,0.351558,18.608887,1.235634,0.67525,2.475249,0.645335
588015508743979135,26.26361967,-0.30002715,0.198067,16.493395,5.953166,0.573719,12.478486,0.613973
588015508750663961,41.56426649,-0.30967118,0.027992,17.589035,3.605521,0.843896,9.892262,0.846714
588015508750926075,42.11259824,-0.33684559,0.414073,19.287838,0.964032,0.727471,1.424699,0.736775
588015509276590237,16.52889968,0.13704991,0.070455,16.010883,4.961147,0.826876,12.005987,0.791728
588015509277835479,19.30553069,0.03473414,0.341414,18.525442,0.963727,0.902737,1.675701,0.90393
588015509278359738,20.55491891,0.1937736,0.095167,17.324324,2.701038,0.261733,4.783317,0.220757
588015509279998167,24.33441957,0.16276473,0.442095,18.712921,1.82772,0.629854,4.086284,0.619582
588015509281964056,28.73880473,0.13384353,0.211355,17.351936,1.310041,0.89185,2.554319,0.844068
588015509281964193,28.78408497,0.08546163,0.081464,17.311737,4.131948,0.273577,9.190677,0.272574
588015509284061278,33.57520241,0.03357322,0.101135,16.809292,4.714993,0.735384,12.321696,0.726521
588015509286224003,38.47108964,0.07761778,0.186251,17.493505,1.468621,0.659324,2.903069,0.714106
588015509286682853,39.59920553,0.18706797,0.145719,17.682955,3.492186,0.54857,8.901867,0.499976
588015509286748437,39.73462448,0.07101587,0.375151,18.531248,1.033042,0.727215,1.814361,0.72517
588015509287207078,40.78994677,0.09232738,0.044474,17.465027,6.552575,0.212649,16.13438,0.197673
588015509813985422,17.72200964,0.54293055,0.187809,17.122763,4.212413,0.54807,11.553441,0.501705
588015509814509792,18.91738452,0.58794838,0.215622,17.694077,3.882595,0.412097,7.973088,0.377994
588015509815820508,21.87648999,0.44271172,0.194808,17.582502,4.140947,0.349088,8.328876,0.32509
588015509816344777,23.02164455,0.51105146,0.344377,18.738544,0.824427,0.728824,1.298483,0.730291
588015509816738033,23.96587307,0.56201254,0.136561,17.522676,4.263919,0.53218,9.892922,0.517107
588015509817655505,26.09381269,0.50823624,0.084795,17.537067,3.464494,0.715614,8.509835,0.699999
588015509818245329,27.49541766,0.61329972,0.358893,18.594332,1.51372,0.925653,2.905067,0.988105
588015509818769792,28.67431499,0.61160372,0.015408,17.427435,6.595679,0.454282,19.120083,0.396147
588015509819359533,30.01644759,0.59505453,0.42766,19.032261,1.238033,0.784932,2.354186,0.766668
588015509820670092,33.03209853,0.62379036,0.343979,18.699087,1.327865,0.603538,2.817585,0.510977
588015509822505155,37.11054996,0.48612497,0.39938,18.719833,1.212453,0.685218,2.172814,0.695241
588015509822505230,37.23895403,0.52934623,0.332814,18.193396,1.281376,0.738804,2.279656,0.703813
588015509823357053,39.14345308,0.45602697,0.131046,17.616837,2.793309,0.451675,5.393724,0.431838
588015509823422795,39.32400589,0.43691394,0.389236,18.083845,2.90191,0.579408,7.011867,0.591378
588015510350921883,17.87522577,0.84996235,0.414448,18.728096,1.216322,0.788243,2.436369,0.821965
588015510350922151,17.86548917,0.98654639,0.474976,19.251472,1.490786,0.883765,2.859681,0.883091
588015510351249552,18.56858861,0.99332837,0.070248,17.248175,5.083255,0.321095,15.109672,0.256173
588015510353019085,22.64914416,0.85783609,0.395506,17.570509,6.298159,0.800156,21.204144,0.850031
588015510355050667,27.30871665,0.87452987,0.180015,17.487658,3.014022,0.248905,5.459078,0.206761
588015510355640601,28.68500266,1.0111375,0.41547,18.667198,1.649624,0.676296,3.181175,0.674438
588015510355771659,28.88582823,0.88089218,0.384478,18.646645,1.508458,0.658059,3.161873,0.615843
588015510355902898,29.18958124,0.94175499,0.486309,19.533529,1.02796,0.742488,1.984895,0.762132
588015510356426958,30.44162307,1.03871963,0.130112,17.12517,3.101388,0.311701,5.916677,0.276721
588015510357934239,33.93226252,0.8751365,0.212134,17.717237,1.193253,0.755496,2.239917,0.761031
588015510360096929,38.82714057,0.86034175,0.259896,17.753029,1.265784,0.943642,2.30531,0.942904
588015510361276507,41.4542298,0.90837073,0.075381,16.168911,4.909352,0.761129,12.320681,0.754572
588015510361407584,41.8300463,1.04636436,0.101045,16.445572,5.272066,0.449231,11.486113,0.422058
587724240153215010,42.59307252,-8.8120403,0.19361,17.122677,2.021513,0.829908,4.220577,0.816666
587724240153280742,42.67810943,-8.89835369,0.422917,19.313339,1.015053,0.929527,1.442653,0.799742
587724240156819598,50.83630141,-8.03179619,0.223945,17.645546,3.200002,0.801298,7.938601,0.846113
587724240692969615,49.09736323,-7.7971822,0.218008,17.537605,3.516524,0.337218,7.059819,0.305143
587724240697229566,58.85739108,-6.36432693,0.170598,17.920336,2.649431,0.726465,5.774432,0.688518
587724241228857523,46.91311379,-7.56827717,0.202343,17.553034,2.521703,0.618484,5.295695,0.578879
587724241230299312,50.18966562,-7.11440405,0.348665,18.122959,1.586508,0.712422,3.673541,0.664716
587724241231544782,52.95785268,-6.77308247,0.316101,19.141525,2.289811,0.380106,3.96441,0.46429
587724241235083412,60.99944159,-5.76187898,0.192404,17.593626,1.210569,0.910823,2.520461,0.926867
587724241764024516,42.83545024,-7.67385832,0.370132,19.143625,2.289629,0.547709,3.565069,0.549981
587724241769070859,54.41673665,-6.17290711,0.378795,18.858965,2.06511,0.471124,4.445569,0.452437
587724241769136387,54.59733286,-6.28405839,0.296622,17.762255,1.531105,0.690682,2.893886,0.692969
587724241770447086,57.49082115,-5.79180067,0.54688,19.619661,1.234509,0.663686,2.304379,0.634302
587724242303844610,49.59209337,-6.43498405,0.194714,17.912102,3.110473,0.441296,6.711205,0.449965
587724242304893119,51.93634776,-6.08092396,0.14701,17.465466,3.075587,0.900809,8.072784,0.903632
587724242307448950,57.81327563,-5.44193649,0.12508,16.597626,4.164917,0.669655,10.996733,0.635311
587724242308366751,59.92580829,-5.04231192,0.065231,17.760159,8.21542,0.135658,23.157881,0.094403
587724242838028422,43.33613447,-6.76491744,0.114245,17.815523,3.762456,0.713347,9.893913,0.669718
587724242844254554,57.65722895,-5.03066836,0.524521,19.529312,1.182091,0.999872,2.158555,0.999878
587725469052371011,118.15257936,38.74323699,0.083018,16.491629,5.294008,0.98265,17.747515,0.950131
587725469588259005,116.09129071,37.19112336,0.132776,17.934143,2.260056,0.656727,5.116417,0.647926
587725470125195571,115.72298165,37.4897132,0.132209,16.502554,3.720475,0.788794,8.595624,0.788776
587725470126244374,117.52975883,39.50576354,-7.12152E-5,18.977608,1.804611,0.429505,2.760685,0.427783
587725470127358245,119.36192209,41.61633426,0.132872,17.70462,3.536316,0.216634,6.613959,0.175001
587725470664884594,120.01682953,43.14304023,0.329577,18.116846,1.172461,0.824265,1.992892,0.888151
587725471200117239,116.87372389,40.18625346,0.010528,17.285793,14.954059,0.444212,29.665987,0.621049
587725551192506834,115.98026254,40.0250111,0.339107,18.119183,1.510244,0.733004,3.204956,0.716527
587725551194603781,119.11689954,44.09684165,0.04871,16.227457,6.593823,0.66635,19.308546,0.663636
587725551194734931,119.39028668,44.4394407,0.366645,18.920004,1.221782,0.766563,2.078817,0.721907
587725551195390142,120.44558787,45.60299864,0.062351,16.841957,5.066698,0.498883,14.715995,0.470266
587725551727477264,112.64460789,36.52931348,0.072509,17.341778,2.335002,0.874003,4.81664,0.868136
587725551728264106,113.79919295,37.93418509,0.68855,21.168331,0.906521,0.539086,1.337744,0.611854
587725551732130167,119.83206922,45.5861061,0.121221,17.815447,3.600534,0.876369,9.889214,0.864955
587725552269263194,119.82051139,46.3153455,0.346443,19.237741,1.245851,0.668368,2.185584,0.678604
587725552806396309,119.86037247,47.06125367,0.183145,17.548796,3.797398,0.854539,10.61958,0.774023
587725774528381480,112.98127744,36.56654596,0.29591,18.110573,1.867593,0.83586,4.066945,0.843518
587725774531395971,117.29126882,42.44795837,0.286295,18.267279,1.267759,0.843489,2.53633,0.812346
587725774532182269,118.8537851,43.97829571,0.143901,16.462378,4.854341,0.837752,13.096599,0.847332
587725775069249923,118.61726969,44.57167921,0.326585,18.40238,1.524835,0.780097,3.146427,0.769445
587725775069839756,119.73997814,45.7415111,0.494852,19.666342,0.952606,0.728305,1.424759,0.711585
587725775602909760,113.12616418,38.52909395,0.090106,17.750051,4.952737,0.350004,11.747829,0.299999
587725775605071885,116.22173144,42.75646562,0.039223,17.702486,6.712034,0.816785,24.490004,0.759942
587725775606775987,119.27745592,46.01350696,0.097208,16.850063,4.58952,0.760746,12.321679,0.738186
587727177932603548,46.35493081,-8.71297728,0.121386,17.88698,2.432936,0.909477,5.054927,0.91067
587727177937322379,57.07600584,-7.28485741,0.369237,19.214689,2.383391,0.392931,5.169024,0.349959
587727177937846345,58.38949786,-7.14837365,0.191885,17.481228,2.457084,0.527928,5.404483,0.517551
587727178468753586,44.69241426,-8.55111181,0.411942,18.969395,1.221691,0.63252,2.146172,0.607571
587727178469015766,45.26929141,-8.40531955,0.425337,19.20241,1.013224,0.778888,1.93292,0.721346
587727178469933170,47.37320739,-8.09121789,0.25542,17.799284,1.189518,0.790486,1.894381,0.795704
587727178470064247,47.66130956,-8.07488956,0.082336,17.53717,3.306468,0.881236,8.270923,0.89998
587727178470850794,49.43636754,-7.94935577,1.09422,17.055042,9.781267,0.05,20.641937,0.05
587727178470850820,49.51942559,-7.937255,0.712292,17.131027,11.647758,0.05,20.440248,0.05
587727178473275470,55.03876771,-7.28364793,0.212931,17.620684,1.578035,0.731867,3.145019,0.696116
587727178475635147,60.44227316,-6.52643647,0.346,18.900696,2.259722,0.451573,4.456507,0.422998
587727178476617981,62.66394465,-6.23288223,0.323215,17.998451,1.903667,0.682046,3.613669,0.720426
587727179005428149,44.15610412,-8.00066406,0.511018,20.706001,0.900767,0.601793,1.051369,0.571895
587727179006804140,47.25977444,-7.72246717,0.120023,17.713108,3.293281,0.699885,8.325479,0.666616
587727179007853028,49.75800062,-7.48142837,0.464906,19.064613,1.587091,0.685217,3.172135,0.688304
587727179009163383,52.65476229,-7.16059063,0.137526,17.192087,2.452435,0.931616,4.726364,0.926857
587727179009884226,54.41184124,-6.95874631,0.150489,17.027252,1.816852,0.770417,4.422411,0.865198
587727179011653835,58.34392173,-6.34927921,0.236375,18.088043,2.8013,0.522963,5.711363,0.5233
587727179012571615,60.52133618,-6.05514722,0.418483,18.594807,1.836648,0.715583,3.988043,0.685418
587727179541643433,42.62376071,-7.89201237,0.33165,18.833027,1.262756,0.662006,2.090176,0.593835
587727179542429890,44.45846447,-7.67864873,0.310714,18.836237,1.195053,0.786759,1.75423,0.786444
587727179547934938,56.94967446,-6.18165277,0.13326,17.691315,4.718941,0.486395,12.629731,0.46972
587727179548459032,58.16520765,-6.02233556,0.317502,18.362936,1.875324,0.766385,3.813777,0.739695
587727179548655813,58.55894663,-5.91085672,0.285447,17.649275,1.215449,0.933897,2.26405,0.95366
587727179549507756,60.59887318,-5.57427874,0.217903,17.60968,2.457327,0.478252,4.432018,0.438384
587727179550228717,62.25436593,-5.30960353,0.32059,18.176178,1.459565,0.843974,2.378008,0.889306
587727180078579865,42.68035215,-7.35177381,0.197335,17.124889,2.92528,0.766783,5.992442,0.800128
587727180080677057,47.57323913,-6.86154591,0.372906,18.502146,1.889924,0.575637,3.846304,0.575053
587727180082446486,51.5992956,-6.38430732,0.179737,17.458012,4.094516,0.812642,9.892396,0.795668
