objID,ra,dec,z,r,expRad_r,expAB_r,deVRad_r,deVAB_r
587727180085067949,57.48289042,-5.53169357,0.164483,17.669846,2.3657,0.313035,4.183576,0.278226
587727180085199012,57.76635713,-5.64203502,0.286567,17.477665,2.30644,0.837432,4.938287,0.874543
587727180615385216,42.55199471,-7.08491018,0.072446,17.391731,4.901868,0.165823,11.124749,0.132615
587727180616499311,45.13024793,-6.74362937,0.12479,17.098766,4.844928,0.357877,12.176969,0.31408
587727180617482348,47.35916293,-6.46924973,0.131144,16.941599,3.294545,0.628293,6.59877,0.587696
587727180617613417,47.52345944,-6.3851868,0.185211,16.815292,3.692029,0.784244,9.419668,0.750144
587727180619186694,51.22721273,-6.05785201,0.407777,18.568377,1.898364,0.864508,3.814938,0.855776
587727180619251923,51.38606658,-5.93601946,0.231106,17.858109,2.814397,0.646738,5.66764,0.635977
587727180620431563,54.06651221,-5.64817719,0.102794,16.477724,3.970435,0.778228,9.113826,0.760515
587727180621348988,56.07331176,-5.35521855,0.135183,17.358627,4.01358,0.286469,8.415821,0.249943
587727866179682419,116.01319605,33.99833762,0.14241,20.338705,57.236996,0.149999,29.655588,0.05418
587727866180075967,116.75375356,34.78176981,0.304791,17.803501,2.443095,0.491681,5.281355,0.468619
587727866182107410,120.00831682,38.50043517,0.221199,17.556534,2.148208,0.966897,4.35824,0.949821
587727866716685298,115.78001197,34.56423197,0.572518,19.75634,1.587094,0.665231,3.227652,0.630171
587727866718716321,119.13667998,38.33936278,0.118885,16.715229,3.907454,0.880893,9.978342,0.830602
587727867254210606,116.38120921,35.94427534,0.134933,17.144011,3.180143,0.354604,6.37489,0.318972
587728668801565357,116.08954343,33.66901128,0.376014,18.750549,1.548357,0.821872,2.700116,0.807131
587728669339025480,116.53580397,34.93670493,0.236287,17.669054,3.532007,0.709063,8.547338,0.700469
587728669340205496,118.56693584,37.18775164,0.080084,17.329687,4.382971,0.564189,12.323501,0.544066
587728669340270861,118.41790511,37.31455246,0.258232,18.636164,1.9309,0.769488,3.969121,0.792877
587728669340402049,118.628602,37.58554128,0.324432,18.876711,1.029956,0.672767,1.685681,0.630019
587728669874848005,114.47842345,33.25112458,0.149677,17.780554,2.882542,0.885268,6.582448,0.900051
587728669874848174,114.48333847,33.19485831,0.128636,17.32263,2.85503,0.613259,6.971786,0.550002
587728669877207541,118.31231439,37.64791633,0.106035,17.361624,4.144557,0.509538,10.080312,0.50181
587728905562947788,118.12240023,33.6134618,1.67625E-4,17.388083,1.175203,0.511932,2.446965,0.643736
587728906634396567,113.69682297,29.81781725,0.390938,18.965712,2.012072,0.632816,4.228492,0.611288
587728906636100133,116.27641851,33.02928967,0.119762,17.712849,3.398781,0.854922,8.938816,0.835146
587728931332554902,114.52472168,29.85260486,0.392858,20.82589,26.252396,0.149995,29.663465,0.127452
587728931332948538,115.15652364,30.58570808,0.226465,17.535685,2.021795,0.765221,4.402471,0.733198
587728931333538192,116.01018952,31.69296312,0.32878,17.817503,2.971373,0.648575,6.146239,0.648974
587728931869688412,114.54863389,30.57187277,0.228119,18.186642,3.381842,0.292681,7.914142,0.242995
587728931870212487,115.3502176,31.47842005,0.33612,18.81254,1.218025,0.734045,2.150842,0.71677
587728932406624360,114.21592307,30.89170732,1.06181,17.274086,7.333172,0.822349,29.248337,0.757361
587728932409442638,118.8042178,36.08617669,0.132033,17.370214,2.267492,0.80454,3.575973,0.772184
587731511544381598,46.99558641,-0.94031495,0.364243,18.837749,1.172515,0.763987,1.829728,0.787352
587731511546675372,52.26073666,-0.92744768,0.066968,15.003148,5.577184,0.829078,10.402869,0.848554
587731511546675458,52.27590503,-0.95080012,0.191835,17.077133,3.684831,0.785518,8.191409,0.767941
587731511817011498,56.5476354,-0.98767423,0.190891,18.112835,2.748198,0.897162,6.897506,0.875374
587731512081645809,47.84036333,-0.62303635,0.20678,17.608303,3.023504,0.824011,7.545097,0.765019
587731512081318060,47.12814747,-0.47377304,0.368003,18.898893,0.972863,0.767282,1.469437,0.778125
587731512083284374,51.62019663,-0.51208505,0.419381,19.697502,0.990373,0.684841,1.833083,0.588428
587731512616353924,42.92610437,-0.19849537,0.362144,19.122747,0.674803,0.923229,1.105825,0.832876
587731512617009189,44.42556833,-0.05365213,0.135528,17.244318,2.294785,0.727982,4.563125,0.840198
587731512617533584,45.69597972,-0.20115717,0.1586,17.078213,2.530716,0.861193,5.817389,0.82688
587731512617795785,46.24071228,-0.07387358,0.169887,17.717216,2.348075,0.824879,5.246474,0.808329
587731512618778855,48.5170391,-8.19393E-3,0.074798,17.669254,4.89356,0.638437,14.717524,0.651883
587731512618779113,48.563414,-0.03370443,0.13147,19.093531,2.967718,0.275137,6.373663,0.220481
587731512618975403,48.89758012,-0.19297447,0.297165,18.137121,1.448942,0.720379,2.616096,0.712417
587731512619434163,50.03401121,-0.10771011,0.319041,17.879744,1.488141,0.823202,2.676764,0.855867
587731512622383255,56.69595892,-0.06955251,0.040022,17.259762,5.687463,0.139734,12.82927,0.106667
587731512623104182,58.38682615,-0.10800035,0.15625,18.519684,1.775202,0.472029,2.962552,0.432685
587731513154863221,46.66071807,0.37356017,0.204355,17.443914,1.33361,0.68426,2.397658,0.691379
587731513155387522,47.83339767,0.23350529,0.208488,17.934601,1.236178,0.859476,2.393224,0.855408
587731513157353728,52.37128114,0.35056652,0.317799,18.280933,1.427017,0.838607,2.458734,0.905905
587731513157353793,52.44603133,0.26524862,0.319697,18.088066,2.362659,0.684467,5.159976,0.684953
587731513157943477,53.77834528,0.3371278,0.039632,15.82814,8.632263,0.337226,23.579081,0.331353
587731513159450642,57.12996446,0.40003733,0.131012,17.97583,1.231453,0.88381,2.265371,0.916855
587731513159647415,57.67082267,0.34398517,0.159192,17.788366,4.360296,0.359685,10.710276,0.32301
587731513159778528,57.97159422,0.3542103,0.212133,17.952055,1.441395,0.728958,2.581026,0.748175
587731513156698337,50.91534895,0.30910106,0.214629,17.895489,2.628664,0.644306,5.610797,0.610273
587731513159844060,58.1390201,0.30794508,0.381718,19.097059,0.959435,0.707177,1.510264,0.684449
587731513690816657,44.61531833,0.70055703,0.171842,17.532082,2.738384,0.824639,6.372614,0.791126
587731513690816823,44.57583906,0.825308,0.393235,17.494095,5.707508,0.773531,18.440704,0.712708
587731513690882266,44.76468177,0.76636479,0.185266,17.747231,3.030061,0.807344,6.939543,0.739369
587731513694093425,52.05706215,0.80819254,0.049788,16.247019,8.214569,0.492325,29.34153,0.450004
587731513694224579,52.39379874,0.65891039,0.086206,16.831522,4.250546,0.952599,12.121614,0.929581
587731514226901135,42.7992315,1.25710137,0.344228,18.227587,1.25431,0.8095,2.284075,0.782566
587731514228080804,45.50476048,1.1302012,0.102686,17.052114,3.848541,0.83352,10.173726,0.809035
587731514228539530,46.51968539,1.14999364,0.081208,17.704885,2.932321,0.552404,6.668466,0.518303
587731514228736531,47.06946807,1.16064324,0.440759,19.642839,1.086002,0.630112,1.78218,0.522479
587731514229784806,49.33981448,1.18540983,0.369937,18.656696,1.276805,0.818037,2.379991,0.791655
587731514231619686,53.52497387,1.09451426,0.047569,15.786686,7.033351,0.399999,19.123407,0.386029
587731514232209620,54.90615992,1.10675011,1.38637,19.535063,0.687657,0.766917,0.953501,0.76586
587731521197768892,117.66038356,28.33155878,0.121472,17.360832,2.978283,0.897045,7.58563,0.861776
587731521198096862,118.31887065,28.85104752,0.320846,18.372978,1.620105,0.732353,2.958641,0.777335
587731521199276466,120.23622405,30.89440808,0.429325,19.131639,0.998502,0.78233,1.740921,0.712366
587731521734181192,116.56356836,27.76953557,0.146519,16.571707,4.518292,0.576907,7.990585,0.599894
587731521735688471,119.07132696,30.30632261,0.431217,18.871485,1.586496,0.840222,3.267393,0.806492
587731521736212901,119.89789156,31.296281,0.165359,17.718058,3.233196,0.724103,8.012269,0.652117
587731522271445473,116.85442606,28.69965808,0.154422,17.842644,2.639601,0.806484,5.908991,0.768456
587731522271511067,116.93569294,28.86879045,0.062973,17.318113,4.158549,0.571577,12.322477,0.508755
587731522271576534,117.005666,28.90827188,0.430469,19.314642,1.189768,0.663014,1.925981,0.701668
587731680111100161,118.50640558,29.43801948,0.102269,16.485605,4.180039,0.791708,10.237494,0.753371
587731680647578331,117.55196332,29.09293983,0.461452,19.487291,1.291866,0.760851,2.341262,0.809591
587731680647643696,117.50708224,29.17373109,0.027085,17.654884,6.008691,0.755871,19.122952,0.749916
587731680647971063,117.99675379,29.76242469,0.121491,17.632326,2.452279,0.5739,4.7785,0.51945
587731680649216279,120.43758805,31.89104385,0.078695,15.972245,4.837209,0.750011,12.617464,0.749998
587731680648036770,118.26010048,29.94945833,0.23644,17.93157,3.636894,0.658664,8.52884,0.635683
587731681184842067,117.84700195,29.98791915,0.080792,17.522001,4.283914,0.451771,11.434979,0.400152
587731681184842177,117.81337406,29.96977038,0.442379,18.547634,2.324717,0.870259,4.463214,0.874585
587731681184907479,117.82181655,30.09768372,0.080647,17.245762,3.260764,0.630688,7.499772,0.583391
587731872845529778,114.39841257,26.61182007,0.396399,19.087654,1.011168,0.921978,2.175529,0.877605
587731872845398712,114.24845034,26.33079785,0.082905,16.936533,1.920042,0.785359,3.336425,0.821028
587731681186152916,120.12968161,32.17789093,0.069981,17.568789,3.702598,0.764518,10.308344,0.749859
587731872845857232,114.73038593,27.17283415,0.092383,16.799959,4.003032,0.425821,8.752854,0.394781
587731872846119065,115.15575914,27.70788611,0.10695,15.353299,4.897076,0.39041,29.668047,0.602614
587731873382335009,113.8310414,26.70473499,0.14589,17.538527,1.48422,0.523444,2.288845,0.491027
587731873382335103,113.9330446,26.70653767,0.39926,19.200216,1.248551,0.626855,2.355991,0.559362
587731873382662510,114.2807351,27.34762784,0.292653,17.999344,1.281111,0.814538,2.910462,0.759376
587731873384759354,117.66132111,31.07832687,0.315757,18.023651,1.918013,0.6659,4.107171,0.665679
587731873919205853,113.5256604,26.87270812,0.080818,16.942839,3.662121,0.879862,9.890289,0.858977
587731873919205934,113.523973,26.94614845,0.080293,16.777657,3.213509,0.424666,6.167439,0.417518
587731873919271521,113.50504307,27.16587582,0.067113,17.299398,6.045687,0.191905,15.349828,0.173274
587731873920385336,115.31558807,29.13464403,0.03931,14.711118,4.14318,0.935248,5.116208,0.909711
587731873922482579,118.81195808,32.90987373,0.181208,17.394726,2.360327,0.556629,4.446975,0.551059
587731874458108435,116.4257394,30.8951001,0.153289,17.282543,2.982968,0.2783,5.176101,0.240738
587731874458960376,117.83167478,32.39209511,0.454909,18.602072,1.619654,0.868849,3.555722,0.787157
587731885731479621,116.46116459,28.77614288,0.371913,18.758352,1.219208,0.867236,1.9795,0.876687
587731886268023031,115.61026415,28.55606488,0.191239,18.563314,3.044806,0.494248,7.941155,0.454589
587731886268023322,115.7132252,28.36195105,0.391566,18.642748,1.5792,0.733151,2.93012,0.728249
587731886269399358,117.91963538,30.91211968,0.115793,17.495653,3.414521,0.333821,7.028341,0.286518
587731886805680575,116.50657437,30.21004868,0.186832,17.608074,3.125116,0.631215,6.772525,0.610861
587731886805680623,116.6214714,30.05653246,0.107677,17.71936,3.181172,0.856029,7.916005,0.807292
587732053771682114,116.18213415,25.14072174,2.48819E-3,17.782156,4.858227,0.699997,16.04495,0.749996
587732054307569916,114.28353478,23.82734476,0.30345,18.380802,0.867607,0.867006,1.637698,0.744894
587732054310126285,118.6681367,27.96171877,0.061633,17.51432,4.434797,0.946426,13.639254,0.911855
587732054310388266,119.11951266,28.49786011,0.065766,17.643061,2.953313,0.90488,8.924864,0.873198
587732054846865763,118.14932258,28.0500684,0.102105,15.975695,6.626754,0.72681,19.558001,0.743026
587732152555929950,117.18287329,23.68598244,0.10145,17.244066,4.431773,0.290774,9.54506,0.254673
587732153629147664,115.57132554,23.38930306,0.298562,18.215033,1.27025,0.920509,2.277918,0.850137
587732153629278908,115.7929178,23.61677962,0.413025,19.117651,1.0419,0.863447,1.930701,0.772999
587732156314026913,116.9621261,23.30166493,0.444178,19.510088,1.623403,0.523191,3.353969,0.507822
587732156852601119,119.70764488,26.32418746,0.139102,17.401564,1.868861,0.740487,3.57676,0.746512
587732157387244232,115.4878724,23.02225741,0.134102,17.522499,3.670574,0.554712,10.55011,0.531366
587732157387375186,115.65555673,23.38960401,0.19239,17.306,3.898527,0.494333,9.40048,0.466093
587732470382985568,120.23688162,26.47956324,0.250341,17.307827,1.897121,0.759867,4.031296,0.71106
587732470918939126,118.24498102,25.28281294,0.081546,17.310844,4.866877,0.58462,13.363153,0.558552
587732470919266685,118.81462588,25.88660021,0.097949,17.043417,4.492697,0.355318,8.799295,0.350396
587732471455875580,118.01911842,25.69580804,0.281922,17.816706,1.532804,0.792702,2.891491,0.791786
587732471455940819,118.18667414,25.78632636,0.085322,16.417877,3.291116,0.981628,6.634219,0.927331
587734622161076819,116.0097964,20.95452095,0.16658,17.700708,3.410816,0.944567,8.070259,0.941723
587734622162977070,119.50598554,23.80673554,7.51E-3,17.725218,6.631109,0.853646,24.606079,0.840523
587734623237439560,120.2168619,25.52568239,0.482314,18.682682,3.571147,0.562184,9.501052,0.549411
587734841204474501,116.28478063,21.44789883,0.487128,20.075409,1.296173,0.844443,2.630773,0.772046
587734841205522727,118.11729131,23.12169097,0.432459,19.290771,1.176149,0.637102,1.699854,0.591968
587734841205916129,118.96432776,23.80910596,0.146145,17.427258,2.807409,0.902565,6.836874,0.872268
587735042533818624,119.95754074,22.05367538,0.199291,17.823555,3.103296,0.835931,8.061345,0.84225
587735043070623907,119.5720557,22.19481335,0.233556,17.849869,2.484946,0.92176,5.896307,0.882209
587735044142596710,115.70688889,20.23657217,0.087363,17.074575,4.135174,0.831652,12.102996,0.825691
587735044143645307,117.71557175,21.68778568,0.185049,17.216808,8.065339,0.271174,19.607458,0.279247
587735044143841904,117.95413962,21.99427766,0.090949,17.183546,4.266053,0.694735,13.73424,0.625568
587735044143841964,118.04999569,22.07006811,0.20062,17.623167,3.74206,0.539369,8.982172,0.502521
587735236342120815,116.23934738,19.67809028,0.091999,17.1101,3.33381,0.773559,7.939429,0.727663
587735236343431361,118.67733646,21.76591863,0.272968,18.376356,1.184014,0.823836,1.747702,0.827313
587735236880826713,119.35647416,22.74577292,0.135666,17.59465,2.897893,0.575827,6.329269,0.539398
587737809028121011,113.75390294,40.69500791,0.098766,17.43494,2.93256,0.717648,7.555178,0.704209
587737809030480191,117.29526382,45.51166068,0.44286,19.295977,1.497774,0.578552,2.646771,0.526538
587737809030545643,117.16359837,45.59606349,0.197547,17.623104,1.968031,0.670848,3.969387,0.654361
587737809563943691,111.83821144,38.82656048,0.206899,17.772625,2.24087,0.354563,4.218879,0.327374
587737809564271469,112.27960941,39.47237181,0.144345,18.349754,3.86125,0.387931,10.570485,0.354442
587737809564926287,113.15701532,40.7259402,0.082899,16.443489,5.293225,0.894835,15.447596,0.839413
587737809564926370,113.07430911,40.85341107,0.135719,17.391352,2.290468,0.666769,4.392279,0.659867
587737809565385153,113.76412352,41.80097469,0.205243,17.415474,1.873394,0.78539,3.925353,0.757386
587737809565778326,114.27402802,42.51487614,0.337038,18.715475,0.811049,0.869075,1.312382,0.88202
587737809567154699,116.46063897,45.17928752,0.208325,17.800692,3.411143,0.769255,9.40906,0.746732
587737809567547764,117.14010837,46.08739009,0.153468,17.547152,3.20733,0.728166,7.201715,0.699942
587737809567744435,117.41358705,46.44956488,0.268312,18.144871,1.912591,0.910012,4.385575,0.843612
587737810101338716,111.94003488,40.10140642,0.162068,17.54623,3.140364,0.832682,7.941366,0.791231
587737810101928314,112.7693125,41.24117451,0.118372,16.916956,3.474546,0.936291,8.781168,0.932409
587737810638275370,111.75180051,40.30572448,0.461984,19.364683,1.493257,0.576755,2.605757,0.562614
587737810640437349,114.74173706,44.74067034,0.153865,17.823483,2.708282,0.71739,6.836688,0.675757
587737810642665611,118.38394872,49.17497596,2.43624E-5,18.19837,3.760073,0.539866,6.937348,0.65333
587737810643386732,119.66815076,50.62756942,0.427612,19.09017,1.188819,0.777992,2.150685,0.796856
587737825137000984,118.49653786,45.81461928,0.093342,17.713011,4.121389,0.702492,11.122291,0.664472
587737825670857133,113.61035114,40.02490607,0.195343,17.480293,2.976306,0.611359,5.53154,0.577897
587737825674264850,118.79591838,46.86005759,0.271578,17.925959,1.184225,0.762176,1.923097,0.777641
587737825674592555,119.33578551,47.38489734,0.343196,18.583488,1.541021,0.617039,2.97406,0.625532
587737826207007050,112.10826358,38.64011299,0.089564,17.490089,5.166877,0.141851,11.484368,0.105952
587737826207072841,112.20204494,38.78677672,0.061762,17.035374,6.771188,0.519833,23.032438,0.481112
587737826207203835,112.50005692,39.10022884,0.088436,16.390556,4.797732,0.780678,12.322096,0.772062
587737826208908169,114.64075814,42.67611414,0.442189,19.70433,0.756218,0.893597,1.100666,0.917153
587737826211332471,118.49172361,47.51896491,0.138497,17.800795,2.83678,0.787269,6.673134,0.768233
587737826211987894,119.7753,48.70947737,-1.22582E-4,19.026703,0.670769,0.616813,0.856717,0.687844
587737826212446522,120.43581774,49.70109466,0.168291,17.345247,4.002923,0.738351,9.893968,0.722624
587737826743943847,111.677855,39.04939848,0.323467,18.150093,1.271243,0.785163,2.329596,0.749811
587737826746564935,115.27632568,44.36044199,0.13306,16.502354,4.556843,0.66623,9.930646,0.673725
587737826747285681,116.53207381,45.71349436,0.156245,17.100479,4.356464,0.495917,10.842715,0.466806
587737827280748763,111.27407977,39.0548745,0.097465,17.378443,4.044346,0.896471,12.384238,0.917899
587737827281142107,111.67156725,39.82236551,0.050344,15.968747,7.512818,0.601181,20.227972,0.599975
587737827282452734,113.46389667,42.49486338,0.069937,17.869862,4.68553,0.128615,11.091334,0.0841
587737827283501517,114.8597129,44.79502617,0.312035,18.242207,1.158883,0.727883,1.822818,0.76322
587737827284156746,116.02150003,46.00284774,0.151016,16.21493,4.447041,0.863009,9.880853,0.8453
587737827286450467,119.84364892,50.56561836,0.292992,18.662373,0.995919,0.834252,1.608451,0.806087
587737934655521540,110.85564686,41.98583225,0.341077,18.849669,1.3811,0.886814,2.501457,0.829645
587738065653203393,114.68018291,44.78449089,0.133098,17.684761,2.753382,0.822891,7.939437,0.742547
587738065655431582,118.09883576,49.42807379,0.220214,17.973745,2.442913,0.713972,5.145964,0.705834
587738066188501540,112.15825512,41.65354016,0.117847,17.854443,3.755827,0.285359,8.07113,0.248246
587738066190663690,114.85440642,46.17321234,0.369796,19.098745,0.979272,0.886005,1.596146,0.855876
587738066192367909,117.6636699,49.59276159,0.221139,17.275015,3.612085,0.651444,7.550581,0.699978
587738066193875298,120.27383855,52.63220287,0.345981,18.038963,2.980367,0.723368,5.945448,0.703248
587738066725044668,111.12860999,41.3049246,0.176178,17.652765,2.242144,0.937278,5.118034,0.925576
587738066726945203,113.70769818,45.17855725,0.124545,16.725359,5.743753,0.352435,14.505029,0.331853
587738066727600556,114.75003654,46.51492561,0.147516,17.262217,4.475351,0.890447,12.531199,0.882389
587738066729238905,117.29534198,49.85127251,0.097489,16.92453,4.1753,0.575108,10.750791,0.556462
587738066730287521,118.79183937,51.97714535,0.372051,18.287304,1.177315,0.76986,2.076276,0.786515
587738066730615130,119.49442358,52.63798646,0.259687,17.461639,3.591842,0.591439,8.400316,0.599937
587738067262243271,111.04680727,42.020154,0.178334,17.718092,2.953109,0.81551,5.425779,0.833212
587738067263226472,112.35444129,44.10829036,0.299941,18.714405,1.531152,0.864158,3.163481,0.805719
587738067263488515,112.74252584,44.68783457,0.20282,17.598095,2.941138,0.738817,6.378021,0.716769
587738067264799236,114.38629257,47.33352449,0.486778,19.631222,0.711492,0.812364,1.482623,0.815389
587738067265782034,115.94421051,49.38798333,0.121425,17.398508,3.82329,0.461319,7.862342,0.425732
587738067266437186,117.21959426,50.65991162,0.087312,17.438824,4.905536,0.49797,12.614264,0.476064
587738067266568533,117.45115612,51.01121383,0.185321,17.311121,2.411609,0.664395,4.72601,0.660629
587738067799179888,110.53708039,42.46240276,0.212883,17.665531,1.939534,0.740401,3.505845,0.714726
587738067800818203,112.65687161,45.75902889,0.327854,18.716465,0.972393,0.780741,1.518732,0.758088
587738067801538814,113.5883966,47.2714461,0.064247,16.998051,4.354949,0.520647,10.640439,0.500283
587738067801539044,113.66935898,47.34991435,0.129203,17.790352,3.427023,0.449956,9.648774,0.392171
587738067801669911,113.83809771,47.55187632,0.150537,17.500824,2.622188,0.449285,5.35843,0.419922
587738067802063320,114.47770414,48.45270592,0.059761,16.950888,5.002741,0.318303,11.401158,0.277307
587738067804225944,118.19073419,52.72634991,0.198262,17.955687,2.554228,0.524189,5.117345,0.535023
587738195036340980,112.96249557,42.48957647,0.50292,19.484518,2.326308,0.788404,5.119158,0.746769
587738195039748466,117.96648156,49.47658397,0.31792,17.897383,2.411672,0.670391,4.686469,0.631822
587738195573145795,112.29362377,42.60567283,0.214571,17.462334,1.974922,0.878256,4.107942,0.87467
587738195573145873,112.35086469,42.62576579,0.194722,17.24641,2.295369,0.872286,5.216222,0.882428
587738195574784417,114.52239046,45.99751884,0.142733,17.825912,3.040759,0.634669,7.559458,0.621675
587738195575308461,115.47045015,47.04229876,0.118163,16.906088,5.84503,0.84817,19.124847,0.818894
587738196109820084,111.59248787,42.36895231,0.376682,18.839966,2.391407,0.671868,4.694116,0.680036
587738196110082442,111.91417874,42.89815309,0.069694,17.1311,3.935274,0.501298,9.894341,0.499956
587738196110147854,112.01055157,42.93850247,0.121931,16.89723,3.777607,0.727201,7.685482,0.708865
587738196110869012,112.7568418,44.54713647,0.298753,17.861193,1.626318,0.903292,3.483943,0.854832
587738196113162278,116.28814255,49.17120958,0.097868,17.227882,5.031772,0.335934,12.324776,0.316384
587738196113293433,116.65382994,49.50319646,0.224601,17.616774,1.982332,0.887079,3.720764,0.886467
587738196113686957,117.17390279,50.35971337,0.221071,17.817625,2.650075,0.644818,5.891554,0.606457
587738196114341928,118.09965941,51.61116747,0.16571,17.686771,1.53187,0.633127,2.744473,0.628132
587738196646626103,110.85867927,42.35728701,0.426046,18.994921,2.068661,0.754362,4.666468,0.770838
587738196646691060,110.86852485,42.4948891,0.352245,18.681854,2.854938,0.291317,5.634391,0.279417
587738196647084439,111.41418302,43.40662399,0.156768,17.770002,2.537444,0.428135,5.116475,0.403346
587738196647477618,112.08587666,44.07847253,0.154125,17.779932,2.823853,0.469028,6.375172,0.449959
587738196649050406,114.17641998,47.43920876,0.136146,17.666454,3.517066,0.324418,7.590905,0.29091
587738196649574979,114.97211701,48.48679099,0.097047,17.862047,3.606508,0.886596,11.20597,0.861864
587738196650229858,115.94946033,49.84876015,0.221953,17.66131,2.340391,0.431972,4.37242,0.42801
587738196650230046,115.98423927,49.84751769,0.143965,17.568983,2.786432,0.785796,6.406176,0.775758
587738196650361093,116.29465586,50.06736263,0.09448,17.312298,3.43596,0.789053,8.698051,0.750033
587738196651475135,118.24217777,52.34129265,0.224052,18.388334,0.954328,0.670808,1.394257,0.647533
587738371668312647,117.93388063,17.72418773,0.168081,17.450178,2.321601,0.571103,4.389112,0.559865
587738372205314109,117.9427263,18.12558382,0.35999,18.072985,2.001092,0.734185,4.173246,0.766078
587738947193733739,117.52540502,17.78536668,0.224787,17.511534,3.121549,0.81288,6.497013,0.797804
587738947194192077,118.47729873,18.41367872,0.391896,18.133425,2.473863,0.912555,5.547565,0.871227
587738947194585766,119.316085,18.84495329,0.31428,18.648909,1.213926,0.891333,2.352715,0.79438
587739114696933690,118.17313521,16.33058945,0.189378,17.37685,4.572025,0.399997,11.32944,0.371967
587739115233804843,117.8702907,16.70122239,0.154855,17.775768,3.051597,0.300172,6.372126,0.25513
587739115233869916,117.99194099,16.74924932,0.046537,15.549209,6.594697,0.614032,18.258179,0.612099
587739115234918777,120.01448082,18.11546429,0.139217,17.516472,3.379755,0.799996,9.126161,0.750942
587739153351901769,117.36069425,16.23746894,0.051839,17.221355,3.797465,0.77522,9.896531,0.759803
587739153352032281,117.60556276,16.2796653,0.27171,18.411087,0.854071,0.826492,1.753608,0.735178
587739153889165861,117.87824552,17.05534685,0.053816,16.572048,4.120241,0.704177,9.889807,0.721799
587739153889689869,118.9982566,17.70448271,0.316848,19.445358,0.782004,0.466347,1.127215,0.558818
587739377227071953,117.30547657,15.1838943,0.13186,17.062624,2.096665,0.615694,3.948122,0.577046
587739406755692699,119.99478706,16.22939874,1.6536E-4,17.216112,1.141395,0.479108,1.583735,0.469748
